# This file is part of the Soletta Project
#
# Copyright (C) 2015 Intel Corporation. All rights reserved.
#
# Licensed under the Apache License, Version 2.0 (the "License");
# you may not use this file except in compliance with the License.
# You may obtain a copy of the License at
#
#     http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing, software
# distributed under the License is distributed on an "AS IS" BASIS,
# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
# See the License for the specific language governing permissions and
# limitations under the License.

# Scenario
# In a house a couple likes to listen the radio together.
# During lunch time the wife listen to the radio with a Medium volume for one
# hour.
# During the night the couple listen to the radio together at low volume from
# 8pm to 10pm.
# The rest of the time the radio remains mute. This behavior repeats every day
# However for two week the husband is giving a party during the whole weekend,
# during the party that lasts all day, the volume is set to high.

# Initial scenario
0 0:00 PeopleAgglomeration  Empty
0 0:00 Volume Mute
0 0:00 EXP_Volume Mute

# First two week no parties on saturday and sunday.
# Then two week with parties.
# Last week with no party.

# Mon
0 12:00 PeopleAgglomeration Alone
0 12:03 EXP_Volume Medium
0 12:03 Volume Medium

0 13:00 PeopleAgglomeration Empty
0 13:01 EXP_Volume Mute
0 13:01 Volume Mute

0 20:00 PeopleAgglomeration Couple
0 20:03 EXP_Volume Low
0 20:03 Volume Low

0 22:00 PeopleAgglomeration Empty
0 22:02 EXP_Volume Mute
0 22:02 Volume Mute

# Tue
1 12:30 PeopleAgglomeration Alone
1 12:33 EXP_Volume Medium
1 12:33 Volume Medium

1 13:10 PeopleAgglomeration Empty
1 13:11 EXP_Volume Mute
1 13:11 Volume Mute

1 20:05 PeopleAgglomeration Couple
1 20:08 EXP_Volume Low
1 20:08 Volume Low

1 22:10 PeopleAgglomeration Empty
1 22:12 EXP_Volume Mute
1 22:12 Volume Mute

# Wed
2 12:00 PeopleAgglomeration Alone
2 12:03 EXP_Volume Medium
2 12:03 Volume Medium

2 13:00 PeopleAgglomeration Empty
2 13:01 EXP_Volume Mute
2 13:01 Volume Mute

2 20:00 PeopleAgglomeration Couple
2 20:03 EXP_Volume Low
2 20:03 Volume Low

2 22:00 PeopleAgglomeration Empty
2 22:02 EXP_Volume Mute
2 22:02 Volume Mute

# Thue
3 12:00 PeopleAgglomeration Alone
3 12:03 EXP_Volume Medium
3 12:03 Volume Medium

3 13:00 PeopleAgglomeration Empty
3 13:01 EXP_Volume Mute
3 13:01 Volume Mute

3 20:00 PeopleAgglomeration Couple
3 20:03 EXP_Volume Low
3 20:03 Volume Low

3 22:00 PeopleAgglomeration Empty
3 22:02 EXP_Volume Mute
3 22:02 Volume Mute

# Friday
4 12:00 PeopleAgglomeration Alone
4 12:03 EXP_Volume Medium
4 12:03 Volume Medium

4 13:00 PeopleAgglomeration Empty
4 13:01 EXP_Volume Mute
4 13:01 Volume Mute

4 20:00 PeopleAgglomeration Couple
4 20:03 EXP_Volume Low
4 20:03 Volume Low

4 22:00 PeopleAgglomeration Empty
4 22:02 EXP_Volume Mute
4 22:02 Volume Mute

# Saturday
5 12:00 PeopleAgglomeration Alone
5 12:03 EXP_Volume Medium
5 12:03 Volume Medium

5 13:00 PeopleAgglomeration Empty
5 13:01 EXP_Volume Mute
5 13:01 Volume Mute

5 20:00 PeopleAgglomeration Couple
5 20:03 EXP_Volume Low
5 20:03 Volume Low

5 1:00 PeopleAgglomeration Empty
5 1:02 EXP_Volume Mute
5 1:02 Volume Mute

# Sunday
6 12:00 PeopleAgglomeration Alone
6 12:03 EXP_Volume Medium
6 12:03 Volume Medium

6 13:00 PeopleAgglomeration Empty
6 13:01 EXP_Volume Mute
6 13:01 Volume Mute

6 20:00 PeopleAgglomeration Couple
6 20:03 EXP_Volume Low
6 20:03 Volume Low

6 22:00 PeopleAgglomeration Empty
6 22:02 EXP_Volume Mute
6 22:02 Volume Mute

# Mon
7 00:00 BEGIN_EXPECTATIONS regular_day_1_mute
7 12:02 END_EXPECTATIONS

7 12:03 BEGIN_EXPECTATIONS regular_day_1_medium
7 12:03 PeopleAgglomeration Alone
7 12:03 EXP_Volume Medium
7 12:03 Volume Medium
7 12:03 END_EXPECTATIONS

7 13:01 BEGIN_EXPECTATIONS regular_day_1_mute2
7 13:01 PeopleAgglomeration Empty
7 13:01 EXP_Volume Mute
7 13:01 Volume Mute
7 13:01 END_EXPECTATIONS

7 20:03 BEGIN_EXPECTATIONS regular_day_1_low
7 20:03 PeopleAgglomeration Couple
7 20:03 EXP_Volume Low
7 20:03 Volume Low
7 20:03 END_EXPECTATIONS

7 22:02 BEGIN_EXPECTATIONS regular_day_1_mute3
7 22:02 PeopleAgglomeration Empty
7 22:02 EXP_Volume Mute
7 22:02 Volume Mute
7 23:59 END_EXPECTATIONS

# Tue
8 00:00 BEGIN_EXPECTATIONS regular_day_2_mute
8 00:00 Volume nan
8 12:32 END_EXPECTATIONS

8 12:33 BEGIN_EXPECTATIONS regular_day_2_medium
8 12:33 PeopleAgglomeration Alone
8 12:33 EXP_Volume Medium
8 12:33 END_EXPECTATIONS

8 13:11 BEGIN_EXPECTATIONS regular_day_2_mute2
8 13:11 PeopleAgglomeration Empty
8 13:11 EXP_Volume Mute
8 13:11 END_EXPECTATIONS

8 20:08 BEGIN_EXPECTATIONS regular_day_2_low
8 20:08 PeopleAgglomeration Couple
8 20:08 EXP_Volume Low
8 20:08 END_EXPECTATIONS

8 22:12 BEGIN_EXPECTATIONS regular_day_2_mute3
8 22:12 PeopleAgglomeration Empty
8 22:12 EXP_Volume Mute
8 23:59 END_EXPECTATIONS

# Wed
9 00:00 Volume Mute
9 12:00 PeopleAgglomeration Alone
9 12:03 EXP_Volume Medium
9 12:03 Volume Medium

9 13:00 PeopleAgglomeration Empty
9 13:01 EXP_Volume Mute
9 13:01 Volume Mute

9 20:00 PeopleAgglomeration Couple
9 20:03 EXP_Volume Low
9 20:03 Volume Low

9 22:00 PeopleAgglomeration Empty
9 22:02 EXP_Volume Mute
9 22:02 Volume Mute

# Thue
10 12:00 PeopleAgglomeration Alone
10 12:03 EXP_Volume Medium
10 12:03 Volume Medium

10 13:00 PeopleAgglomeration Empty
10 13:01 EXP_Volume Mute
10 13:01 Volume Mute

10 20:00 PeopleAgglomeration Couple
10 20:03 EXP_Volume Low
10 20:03 Volume Low

10 22:00 PeopleAgglomeration Empty
10 22:02 EXP_Volume Mute
10 22:02 Volume Mute

# Friday
11 12:00 PeopleAgglomeration Alone
11 12:03 EXP_Volume Medium
11 12:03 Volume Medium

11 13:00 PeopleAgglomeration Empty
11 13:01 EXP_Volume Mute
11 13:01 Volume Mute

11 20:00 PeopleAgglomeration Couple
11 20:03 EXP_Volume Low
11 20:03 Volume Low

11 22:00 PeopleAgglomeration Empty
11 22:02 EXP_Volume Mute
11 22:02 Volume Mute

# Saturday
12 12:00 PeopleAgglomeration Alone
12 12:03 EXP_Volume Medium
12 12:03 Volume Medium

12 13:00 PeopleAgglomeration Empty
12 13:01 EXP_Volume Mute
12 13:01 Volume Mute

12 20:00 PeopleAgglomeration Couple
12 20:03 EXP_Volume Low
12 20:03 Volume Low

12 1:00 PeopleAgglomeration Empty
12 1:02 EXP_Volume Mute
12 1:02 Volume Mute

# Sunday
13 12:00 PeopleAgglomeration Alone
13 12:03 EXP_Volume Medium
13 12:03 Volume Medium

13 13:00 PeopleAgglomeration Empty
13 13:01 EXP_Volume Mute
13 13:01 Volume Mute

13 20:00 PeopleAgglomeration Couple
13 20:03 EXP_Volume Low
13 20:03 Volume Low

13 22:00 PeopleAgglomeration Empty
13 22:02 EXP_Volume Mute
13 22:02 Volume Mute

# Mon
14 12:00 PeopleAgglomeration Alone
14 12:03 EXP_Volume Medium
14 12:03 Volume Medium

14 13:00 PeopleAgglomeration Empty
14 13:01 EXP_Volume Mute
14 13:01 Volume Mute

14 20:00 PeopleAgglomeration Couple
14 20:03 EXP_Volume Low
14 20:03 Volume Low

14 22:00 PeopleAgglomeration Empty
14 22:02 EXP_Volume Mute
14 22:02 Volume Mute

# Tue
15 12:30 PeopleAgglomeration Alone
15 12:33 EXP_Volume Medium
15 12:33 Volume Medium

15 13:10 PeopleAgglomeration Empty
15 13:11 EXP_Volume Mute
15 13:11 Volume Mute

15 20:05 PeopleAgglomeration Couple
15 20:00 EXP_Volume Low
15 20:08 Volume Low

15 22:10 PeopleAgglomeration Empty
15 22:12 EXP_Volume Mute
15 22:12 Volume Mute

# Wed
16 12:00 PeopleAgglomeration Alone
16 12:03 EXP_Volume Medium
16 12:03 Volume Medium

16 13:00 PeopleAgglomeration Empty
16 13:01 EXP_Volume Mute
16 13:01 Volume Mute

16 20:00 PeopleAgglomeration Couple
16 20:03 EXP_Volume Low
16 20:03 Volume Low

16 22:00 PeopleAgglomeration Empty
16 22:02 EXP_Volume Mute
16 22:02 Volume Mute

# Thue
17 12:00 PeopleAgglomeration Alone
17 12:03 EXP_Volume Medium
17 12:03 Volume Medium

17 13:00 PeopleAgglomeration Empty
17 13:01 EXP_Volume Mute
17 13:01 Volume Mute

17 20:00 PeopleAgglomeration Couple
17 20:03 EXP_Volume Low
17 20:03 Volume Low

17 22:00 PeopleAgglomeration Empty
17 22:02 EXP_Volume Mute
17 22:02 Volume Mute

# Friday
18 12:00 PeopleAgglomeration Alone
18 12:03 EXP_Volume Medium
18 12:03 Volume Medium

18 13:00 PeopleAgglomeration Empty
18 13:01 EXP_Volume Mute
18 13:01 Volume Mute

18 20:00 PeopleAgglomeration Couple
18 20:03 EXP_Volume Low
18 20:03 Volume Low

18 22:00 PeopleAgglomeration Empty
18 22:02 EXP_Volume Mute
18 22:02 Volume Mute

# Saturday
19 12:03 BEGIN_EXPECTATIONS party_day_1
19 12:00 PeopleAgglomeration Riot
19 12:03 EXP_Volume High
19 12:03 Volume High
19 12:03 END_EXPECTATIONS

19 13:00 PeopleAgglomeration Riot
19 13:01 EXP_Volume High
19 13:01 Volume High

19 20:00 PeopleAgglomeration Riot
19 20:03 EXP_Volume High
19 20:03 Volume High

19 23:59 BEGIN_EXPECTATIONS party_day_1_end
19 23:59 PeopleAgglomeration Empty
19 23:59 EXP_Volume Mute
19 23:59 Volume Mute
19 23:59 END_EXPECTATIONS

# Sunday
20 12:13 BEGIN_EXPECTATIONS party_day_2
20 12:10 PeopleAgglomeration Riot
20 12:13 EXP_Volume High
20 12:13 Volume High
20 12:13 END_EXPECTATIONS

20 13:10 PeopleAgglomeration Riot
20 13:11 EXP_Volume High
20 13:11 Volume High

20 20:10 PeopleAgglomeration Riot
20 20:13 EXP_Volume High
20 20:13 Volume High

20 22:59 BEGIN_EXPECTATIONS party_day_2_end
20 22:59 PeopleAgglomeration Empty
20 22:59 EXP_Volume Mute
20 22:59 Volume Mute
20 22:59 END_EXPECTATIONS

# Mon
21 00:00 BEGIN_EXPECTATIONS after_party_1_mute
21 00:00 Volume nan
21 12:02 END_EXPECTATIONS

21 12:03 BEGIN_EXPECTATIONS after_party_1_medium
21 12:03 PeopleAgglomeration Alone
21 12:03 EXP_Volume Medium
21 12:03 END_EXPECTATIONS

21 13:01 BEGIN_EXPECTATIONS after_party_1_mute2
21 13:01 PeopleAgglomeration Empty
21 13:01 EXP_Volume Mute
21 13:01 END_EXPECTATIONS

21 20:03 BEGIN_EXPECTATIONS after_party_1_low
21 20:03 PeopleAgglomeration Couple
21 20:03 EXP_Volume Low
21 20:03 END_EXPECTATIONS

21 22:02 BEGIN_EXPECTATIONS after_party_1_mute3
21 22:02 PeopleAgglomeration Empty
21 22:02 EXP_Volume Mute
21 23:59 END_EXPECTATIONS

22 00:00 Volume nan
# Tue
22 12:30 PeopleAgglomeration Alone
22 12:33 EXP_Volume Medium
22 12:33 Volume Medium

22 13:10 PeopleAgglomeration Empty
22 13:11 EXP_Volume Mute
22 13:11 Volume Mute

22 20:05 PeopleAgglomeration Couple
22 20:08 EXP_Volume Low
22 20:08 Volume Low

22 22:10 PeopleAgglomeration Empty
22 22:12 EXP_Volume Mute
22 22:12 Volume Mute

# Wed
23 12:00 PeopleAgglomeration Alone
23 12:03 EXP_Volume Medium
23 12:03 Volume Medium

23 13:00 PeopleAgglomeration Empty
23 13:01 EXP_Volume Mute
23 13:01 Volume Mute

23 20:00 PeopleAgglomeration Couple
23 20:03 EXP_Volume Low
23 20:03 Volume Low

23 22:00 PeopleAgglomeration Empty
23 22:02 EXP_Volume Mute
23 22:02 Volume Mute

# Thue
24 12:00 PeopleAgglomeration Alone
24 12:03 EXP_Volume Medium
24 12:03 Volume Medium

24 13:00 PeopleAgglomeration Empty
24 13:01 EXP_Volume Mute
24 13:01 Volume Mute

24 20:00 PeopleAgglomeration Couple
24 20:03 EXP_Volume Low
24 20:03 Volume Low

24 22:00 PeopleAgglomeration Empty
24 22:02 EXP_Volume Mute
24 22:02 Volume Mute

# Friday
25 12:00 PeopleAgglomeration Alone
25 12:03 EXP_Volume Medium
25 12:03 Volume Medium

25 13:00 PeopleAgglomeration Empty
25 13:01 EXP_Volume Mute
25 13:01 Volume Mute

